X,Y,OBJECTID,Injury,Fatality,Year,Weather,Light,RoadSurface,TrafficControl,City,CrashSeverity
-88.204930835565065,40.109481364997272,225,1,0,2010,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.226655113678206,40.110497002200312,226,1,0,2010,Clear,Daylight,Dry,Lane Use Marking,Urbana,C-Injury
-88.296205776498127,40.08395750371659,227,1,0,2010,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.204915837979669,40.098338584856592,228,1,0,2010,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,C-Injury
-88.238715194760204,40.112628252216986,229,1,0,2010,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.190675402620329,40.094766836281899,230,1,0,2010,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,C-Injury
-88.276569163500412,40.102515888770021,231,1,0,2010,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.237576140365746,40.104097229184354,232,1,0,2010,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.244593085728752,40.098100947964582,233,1,0,2010,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.233349154729169,40.110291738719006,234,1,0,2010,Clear,Daylight,Dry,Lane Use Marking,Champaign,A-Injury
-88.205009198544076,40.11272410297569,235,1,0,2010,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.232064758459927,40.10798817434469,236,1,0,2010,NA,Darkness,NA,Stop Sign/Flasher,Champaign,B-Injury
-88.194566807910448,40.105686629485959,237,2,0,2010,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,A-Injury
-88.176321771683689,40.103920947906907,238,1,0,2010,Clear,Dusk,Dry,No Controls,Urbana,C-Injury
-88.201322957506676,40.123405891729654,239,0,0,2010,Clear,Daylight,Dry,No Controls,Urbana,Property Damage
-88.21300161660271,40.116494916412663,240,0,0,2010,Rain,"Darkness, lighted road",Wet,No Controls,Urbana,Property Damage
-88.136527481396456,40.312126858010991,241,1,0,2010,Rain,"Darkness, lighted road",Dry,Traffic Signal,Rantoul,A-Injury
-88.228946523066895,40.111548364020365,242,1,0,2010,Clear,Dusk,Dry,No Controls,Champaign,C-Injury
-88.230569343736477,40.10150562029856,243,1,0,2010,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.407607462688347,40.149450087708622,244,1,0,2005,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.30903371628267,39.967224409606771,245,1,0,2005,Clear,Dusk,Dry,No Controls,Unincorporated,A-Injury
-88.225515725532247,40.105973576439382,246,1,0,2005,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
-88.233485028693863,40.105426166427065,247,1,0,2005,Clear,Daylight,Dry,Yield,Champaign,C-Injury
-88.190313596524248,40.238798944003761,248,1,0,2005,Clear,Dawn,Unknown,No Controls,Thomasboro,B-Injury
-88.136490920890125,40.3189745480257,249,1,0,2005,Clear,Daylight,Dry,No Controls,Rantoul,C-Injury
-88.25796391468441,40.135846001360676,250,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.23993287772322,40.110227850847778,251,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.281743264197985,40.098335581662774,252,1,0,2005,Clear,Daylight,Dry,Yield,Champaign,B-Injury
-88.158884760370711,40.303615696477863,253,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Rantoul,B-Injury
-88.153349609142921,40.308225159298203,254,1,0,2005,Rain,Daylight,Wet,Traffic Signal,Rantoul,B-Injury
-88.143462414349372,40.305030465790352,255,1,0,2005,Clear,Daylight,Dry,No Controls,Rantoul,B-Injury
-88.083315453509272,39.938027259805011,256,1,0,2005,Clear,Daylight,Dry,No Controls,Unincorporated,A-Injury
-88.153685728960127,40.185928939713136,257,1,0,2005,Clear,Dusk,Dry,No Controls,Unincorporated,B-Injury
-88.182629686326521,40.222034275425266,258,1,1,2005,Clear,Darkness,Dry,No Controls,Unincorporated,Fatal
-88.241884311554784,40.116364952595347,259,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.201935757564215,40.122028926329556,260,1,0,2005,Clear,Daylight,Ice,Traffic Signal,Urbana,B-Injury
-88.281471454698121,40.102415860265843,261,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.241378266939037,40.103855863121048,262,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.240313800017759,40.107917223064732,263,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.238681477835655,40.109035303200912,264,1,0,2005,Rain,Darkness,Dry,No Controls,Champaign,B-Injury
-88.238666529592422,40.106322916664745,265,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.238391176825303,40.083341565400453,266,3,0,2005,Clear,Daylight,Dry,Traffic Signal,Unincorporated,B-Injury
-88.238654925156752,40.10539715291808,267,1,0,2005,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,C-Injury
-88.204946091070468,40.10201476532027,268,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.243566106650661,40.127235122206066,269,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.245207545328711,40.09461535694259,270,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.209531936123284,40.090923026461944,271,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,C-Injury
-88.245207293202284,40.121207523820559,272,2,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.24520439251954,40.122137534047901,273,1,0,2005,Rain,Daylight,Dry,Yield,Champaign,C-Injury
-88.250845695713338,40.13724558828455,274,1,0,2005,Snow,Daylight,Dry,Yield,Champaign,B-Injury
-88.213172620363608,40.110699029257511,275,1,0,2005,Clear,Darkness,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.215696200090477,40.116469841798128,276,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.257965638818405,40.135848695150464,277,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Champaign,A-Injury
-88.219375832410407,40.116446697416819,278,0,0,2005,Clear,Daylight,Dry,Traffic Signal,Urbana,Property Damage
-88.219133481354262,40.100631809024172,279,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Urbana,C-Injury
-88.219182116686369,40.103767481095709,280,1,0,2005,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.257929451944648,40.124558066318166,281,1,0,2005,Snow,"Darkness, lighted road",Wet,No Controls,Champaign,C-Injury
-88.219453427981279,40.122428986142815,282,1,0,2005,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.219238562415057,40.106472052409238,283,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.219293655313606,40.108301411212338,284,1,0,2005,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.219303236011584,40.109089202031434,285,1,0,2005,Rain,"Darkness, lighted road",Wet,Traffic Signal,Urbana,A-Injury
-88.225514904746376,40.105973332458369,286,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,C-Injury
-88.225628695807444,40.112655331001989,287,1,0,2005,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.175745493188515,40.112990495430942,288,1,0,2005,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.228229929185943,40.112747904956521,289,1,0,2005,Clear,Daylight,Dry,Other Warning Sign,Urbana,B-Injury
-88.219699786585039,40.116444185774874,290,1,0,2005,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,B-Injury
-88.250193251899759,40.127205957280843,291,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.2604410741001,40.130953588205493,292,1,0,2005,Clear,Unknown,Dry,No Passing,Champaign,C-Injury
-88.286051474439247,40.112942947701626,293,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.230442014375853,40.113525031605533,294,1,0,2005,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Champaign,B-Injury
-88.248358590986086,40.112579816766043,295,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.245142913011307,40.112639035425516,296,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.233604288618579,40.112702241072398,297,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.276755440447232,40.111927957948645,298,1,0,2005,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Champaign,B-Injury
-88.21930332455014,40.109089062666939,299,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.238693606702597,40.110237494812068,300,1,0,2005,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.195708312172727,40.107751038895245,301,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.209661600344617,40.105605126992472,302,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,C-Injury
-88.230070471222945,40.106879531306951,303,1,0,2005,Clear,Daylight,Dry,Other Regualtory Sig,Champaign,B-Injury
-88.233305405594422,40.105425479992093,304,1,0,2005,Clear,Daylight,Unknown,Other,Champaign,C-Injury
-88.232765667682244,40.104157270600524,305,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.2824625116411,40.097312026156125,306,1,0,2005,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.195728148621058,40.098372694898003,307,1,0,2005,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.290668796036329,40.07736699502194,308,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.217564830297391,40.098233783825776,309,1,0,2005,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,B-Injury
-88.289561306434294,40.083866837303248,310,1,0,2005,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.155821582110818,40.309710256992375,311,1,0,2006,Other,Daylight,Wet,No Controls,Rantoul,C-Injury
-88.248377986452368,40.074129547710463,312,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Savoy,B-Injury
-88.24917478158261,40.069009274847168,313,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Savoy,C-Injury
-88.140587082451901,40.3120416783091,314,1,0,2006,Clear,Daylight,Dry,No Controls,Rantoul,C-Injury
-88.188663244801972,40.241425988543732,315,1,0,2006,Clear,Daylight,Dry,No Controls,Thomasboro,B-Injury
-88.152371066643667,40.308217569914355,316,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Rantoul,B-Injury
-88.238392134635802,40.070306808410187,317,1,0,2006,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.104853614854605,40.128029952384601,318,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,B-Injury
-88.162078637843209,40.07986908917507,319,0,1,2006,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,Fatal
-88.160500702372147,39.883633723502705,320,1,0,2006,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,B-Injury
-88.20375507840788,40.118638853696289,321,1,0,2006,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
-88.190452212879023,40.083747778905128,322,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.308452990851734,40.099547500060908,323,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.238695696741289,40.109018099401119,324,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.238525010167706,40.098059554985028,325,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,A-Injury
-88.235413975274838,40.116079384224477,326,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.233534196658539,40.105830089888201,327,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.232126016588325,40.122138625024043,328,1,0,2006,Clear,Dusk,Dry,No Controls,Champaign,A-Injury
-88.244607691369509,40.098119122218911,329,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.246885758810819,40.083597476970326,330,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,A-Injury
-88.243622310390975,40.129900835863339,331,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.243525203920456,40.114369375905774,332,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.243826831830262,40.102777758131133,333,2,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.243620998137047,40.127215808469067,334,1,0,2006,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,C-Injury
-88.245145154142861,40.111648485796543,335,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.246844365837603,40.115143144501289,336,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.246869281531488,40.118316202764056,337,1,0,2006,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,C-Injury
-88.217685111139005,40.107438489703441,338,1,0,2006,Rain,Daylight,Wet,Yield,Urbana,A-Injury
-88.257937506135335,40.121269704220978,339,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.257956833136319,40.127176936816667,340,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.219444369127686,40.117338259931223,341,1,0,2006,Clear,Unknown,Dry,Stop Sign/Flasher,Urbana,C-Injury
-88.258023773567288,40.139967886934045,342,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.258115211449677,40.138018455453945,343,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.219559156865799,40.127422924637649,344,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.223885979214671,40.109086694682134,345,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.223855131837652,40.105559621288911,346,1,0,2006,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.225495994242152,40.106010447721182,347,1,0,2006,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.276995262113601,40.127422434458516,348,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.276930244031163,40.121986394377366,349,2,0,2006,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.276997594998548,40.127419162881196,350,1,0,2006,Clear,Darkness,Dry,Traffic Signal,Champaign,B-Injury
-88.278708439403175,40.109244426162093,351,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.278617043360555,40.127470342703923,352,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.286015628670967,40.109318735274769,353,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.232083210337933,40.116415445150906,354,1,0,2006,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,B-Injury
-88.246852863348423,40.116350596439339,355,1,0,2006,Clear,Darkness,Dry,Traffic Signal,Champaign,B-Injury
-88.238896595813443,40.116398053131903,356,1,0,2006,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,B-Injury
-88.217385304072579,40.116447211068646,357,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.209054719842982,40.117449524777491,358,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.233803383473514,40.127237946421374,359,1,0,2006,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.242017095836701,40.127220900790562,360,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.271896034480193,40.127368435207821,361,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.207723498432259,40.127486830189056,362,1,0,2006,Clear,Darkness,Wet,No Controls,Urbana,B-Injury
-88.220890811267864,40.110512981838745,363,1,0,2006,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.256969267326269,40.11263805204841,364,1,0,2006,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,C-Injury
-88.276785686767965,40.11285899558775,365,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.285666376228704,40.112921976429845,366,1,0,2006,Clear,Dawn,Dry,No Controls,Champaign,B-Injury
-88.248496816706023,40.112618387516925,367,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.238752778413456,40.112629368879112,368,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.204956152506341,40.109309157391081,369,1,0,2006,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.219691994444915,40.10909583088587,370,1,0,2006,Rain,Daylight,Wet,No Controls,Urbana,B-Injury
-88.232056060788423,40.110307295923356,371,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.243959212616943,40.110225912156388,372,1,0,2006,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,C-Injury
-88.235264993508508,40.11028039616145,373,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.219326072017907,40.108277058572021,374,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,C-Injury
-88.244791904860662,40.110219817661338,375,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.232237386797166,40.110305751265948,376,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.230655406090634,40.109143015121305,377,2,0,2006,Other,Daylight,Dry,No Controls,Champaign,A-Injury
-88.271481320960461,40.108976844294794,378,2,0,2006,Clear,Darkness,Dry,No Controls,Champaign,B-Injury
-88.219225224156261,40.104646231967138,379,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.278301328388054,40.098294115118776,380,1,0,2006,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.281746896332024,40.098340301587761,381,1,0,2006,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.292742176626277,40.098463618831204,382,1,0,2006,Clear,Daylight,Dry,Lane Use Marking,Champaign,C-Injury
-88.19070561033466,40.098417880341195,383,1,0,2006,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,C-Injury
-88.238714108717147,40.110238486076703,384,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.237105381303166,40.105381862972067,385,1,0,2007,Clear,Daylight,Wet,Unknown,Champaign,B-Injury
-88.230456250147938,40.112647714370688,386,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.188825939532506,40.098318791588341,387,1,0,2007,Clear,"Darkness, lighted road",Dry,Unknown,Urbana,B-Injury
-88.217634539689712,40.104665149555402,388,1,0,2007,Fog/Smoke/Haze,"Darkness, lighted road",Wet,Unknown,Urbana,B-Injury
-88.270835421668721,40.118400607075714,389,1,0,2007,Clear,Daylight,Wet,Unknown,Champaign,A-Injury
-88.241705037237551,40.116387918403447,390,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.215815671774564,40.114128699207733,391,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.204252655544835,40.117717730679324,392,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.2952043930309,40.098478870920054,393,1,0,2007,Rain,Darkness,Dry,Unknown,Champaign,C-Injury
-88.250077683252556,40.116317091848316,394,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.262655187871118,40.087277591288711,395,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.224024797960141,40.116389662070617,396,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.242327050185125,40.124911137374518,397,1,0,2007,Fog/Smoke/Haze,Daylight,Dry,Unknown,Champaign,B-Injury
-88.219428609436932,40.115506213834223,398,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.21933723766648,40.109099495628939,399,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.219190663942655,40.102776984563327,400,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.219407724105778,40.112849846414143,401,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.219405443128238,40.11361796007342,402,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,C-Injury
-88.197815439791583,40.110920366400109,403,1,0,2007,Clear,Darkness,Dry,Unknown,Urbana,B-Injury
-88.276477420651219,40.093537834301152,404,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.276900418629623,40.119699185735456,405,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.276697695564877,40.109021054466744,406,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.243734775063658,40.135967627291748,407,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.243474050081915,40.112567212153039,408,1,0,2007,Clear,Daylight,Wet,Unknown,Champaign,B-Injury
-88.272884829248397,40.13465952357457,409,1,0,2007,Clear,Unknown,Unknown,Unknown,Champaign,B-Injury
-88.257777100762411,40.105440936481571,410,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,A-Injury
-88.258010034322126,40.146509648307379,411,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,A-Injury
-88.209404186981985,40.083748661513589,412,1,0,2007,Rain,Daylight,Wet,Unknown,Urbana,C-Injury
-88.245147816871338,40.110217080271809,413,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,A-Injury
-88.178448013465029,40.113001620806713,414,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.20500796913548,40.113574741476711,415,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.241216103180506,40.121126133209863,416,1,0,2007,Rain,"Darkness, lighted road",Wet,Unknown,Champaign,B-Injury
-88.228969179171003,40.11636770763451,417,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.19943552844218,40.127402536302533,418,1,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.232125907144365,40.123938853441281,419,1,0,2007,Clear,"Darkness, lighted road",Dry,Unknown,Champaign,B-Injury
-88.232126765120199,40.123267647843562,420,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.238972985572715,40.136073561651671,421,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.223937097557553,40.105966721295566,422,1,0,2007,Rain,Dusk,Wet,Unknown,Urbana,B-Injury
-88.257985180033003,40.131961516390916,423,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.238319996161721,40.110256851342079,424,1,0,2007,Clear,"Darkness, lighted road",Dry,Unknown,Champaign,C-Injury
-88.247088441940647,40.112609611925251,425,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.282818067071887,40.098348770480854,426,1,0,2007,Rain,"Darkness, lighted road",Wet,Unknown,Champaign,B-Injury
-88.244673896596751,40.097710886997355,427,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.207315773798186,40.109258105645175,428,2,0,2007,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.235201579754175,40.112648788847878,429,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.230636338971792,40.11153554654183,430,1,0,2007,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.223450320419872,40.105973434877562,431,0,0,2008,Clear,"Darkness, lighted road",Ice,No Controls,Urbana,Property Damage
-88.241485762218687,40.102707504827691,432,1,0,2008,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.257816225054057,40.115338334152753,433,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.270295223310669,40.118376185646014,434,1,0,2008,Rain,Daylight,Wet,Stop Sign/Flasher,Champaign,B-Injury
-88.246253096056179,40.087848223253694,435,1,0,2008,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.245195388434141,40.115346038668932,436,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.243455482866636,40.108820627862208,437,1,0,2008,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,C-Injury
-88.243535782515849,40.119938586097163,438,1,0,2008,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.243625953544267,40.133625824998703,439,1,0,2008,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.246841631793856,40.114836276345208,440,0,0,2008,Clear,Daylight,Dry,No Controls,Champaign,Property Damage
-88.245145783453324,40.111648160156562,441,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.258020214693872,40.135868080584579,442,1,0,2008,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.209595519602374,40.098307978462223,443,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,A-Injury
-88.219386786939467,40.116438646636517,444,1,0,2008,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.219197411539994,40.102776678543918,445,1,0,2008,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.23210469605803,40.115408401206018,446,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.257805125424113,40.11266732385937,447,1,0,2008,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.182594673074504,40.226076372487135,448,1,0,2008,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,C-Injury
-88.038275929539097,40.116856333734873,449,1,0,2008,Clear,Daylight,Dry,No Controls,St Joseph,B-Injury
-88.073298409657284,40.021284564523057,450,1,0,2008,Clear,Daylight,Dry,No Controls,Sidney,A-Injury
-88.237866483364598,40.010476986540759,451,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,B-Injury
-87.958882145227506,40.123539434532645,452,1,0,2008,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,A-Injury
-88.041704944971499,40.113187442445579,453,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,St Joseph,B-Injury
-88.254545377831462,40.130694779069195,454,1,0,2008,Unknown,Daylight,Unknown,No Controls,Champaign,C-Injury
-88.243724512448509,40.137978540631991,455,1,0,2008,Unknown,"Darkness, lighted road",Unknown,Unknown,Champaign,A-Injury
-88.155826906173459,40.310689109289676,456,1,0,2008,Clear,Daylight,Dry,No Controls,Rantoul,B-Injury
-88.246528950543393,40.086113049139527,457,1,0,2008,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.257586941935614,40.09272580428469,458,1,0,2008,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.251718024132899,40.103661523101692,459,1,0,2008,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.246816667022784,40.112617392290872,460,1,0,2008,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.215972723279734,40.112766917009829,461,0,0,2008,Clear,Daylight,Dry,No Controls,Urbana,Property Damage
-88.201935835786685,40.122026185705636,462,0,0,2008,Clear,Daylight,Dry,Traffic Signal,Urbana,Property Damage
-88.268738530340585,40.110258432113113,463,1,0,2008,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.260375301554646,40.130958020206478,464,1,0,2008,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
